Title,Speaker,Scripture,Date_Dirty,Date,YouTube URL,ID,Sort ID,Spotify URL
The Healthy Church,Charles Efedua,1 Thessalonians 5:12-15,Sun Apr 11 2021 00:00:00 GMT+0100 (British Summer Time),11 April 2021,,TBj76cEk_rw,180,
A Warning to Hurtful Sheep,Ryan King,Zechariah 11:4-17,Sun Apr 11 2021 00:00:00 GMT+0100 (British Summer Time),11 April 2021,,UZ-_6ODBy4Y,179,
The Empty Tomb: Man's Prank or God's Power?,Ryan King,Matthew 28,Sun Apr 04 2021 00:00:00 GMT+0100 (British Summer Time),04 April 2021,,1iAJOI_EH-w,178,
Here is Your King,Charles Efedua,John 19:1-6,Sun Mar 28 2021 00:00:00 GMT+0000 (Greenwich Mean Time),28 March 2021,,6RRoSVBfGwI,177,
Hope for Hurting Sheep,Ryan King,Zechariah 10:3-11:3,Sun Mar 28 2021 00:00:00 GMT+0000 (Greenwich Mean Time),28 March 2021,,Zq9JhYXJ6uY,176,
Be Watchful and Sober,Charles Efedua,1 Thessalonians 5:1-11,Sun Mar 21 2021 00:00:00 GMT+0000 (Greenwich Mean Time),21 March 2021,,Gap2s6Ibl2I,175,
The Problem of Prayerlessness,Ryan King,Zechariah 10:1-2,Sun Mar 21 2021 00:00:00 GMT+0000 (Greenwich Mean Time),21 March 2021,,XwMyGlJ-sd8,174,
"The Meaning, Measure and Message of Generosity",Ryan King,2 Corinthians 9:6-14,Sun Mar 14 2021 00:00:00 GMT+0000 (Greenwich Mean Time),14 March 2021,,NDG0BstgMPE,173,
Her Children Rise Up and Call Her Blessed,Ryan King,Proverbs 31:10-31,Sun Mar 14 2021 00:00:00 GMT+0000 (Greenwich Mean Time),14 March 2021,,Vy_ubE-AM7w,172,
Why Can We Trust the Scriptures,Ryan King,Various Scriptures,Sun Mar 07 2021 00:00:00 GMT+0000 (Greenwich Mean Time),07 March 2021,,sCMmH06jJ5g,171,
You Ain't All That!,Ryan King,Zechariah 9,Sun Mar 07 2021 00:00:00 GMT+0000 (Greenwich Mean Time),07 March 2021,,egWUB9ieAJc,170,
Our Eternal Hope,Charles Efedua,1 Thessalonians 4:13-18,Sun Feb 28 2021 00:00:00 GMT+0000 (Greenwich Mean Time),28 February 2021,,Ij1EquheMxE,169,
The Faith to Feast Part 2,Ryan King,Zechariah 8,Sun Feb 28 2021 00:00:00 GMT+0000 (Greenwich Mean Time),28 February 2021,,HvY0RdkD2h8,168,
A Sanctified Walk,Charles Efedua,1 Thessalonians 4:1-12,Sun Feb 21 2021 00:00:00 GMT+0000 (Greenwich Mean Time),21 February 2021,,F8SdcNGSR_8,167,
The Faith to Feast Part 1,Ryan King,Zechariah 8,Sun Feb 21 2021 00:00:00 GMT+0000 (Greenwich Mean Time),21 February 2021,,CgVESRlItp0,166,
Living a Life Pleasing Unto God,Charles Efedua,1 Thessalonians 4,Sun Feb 14 2021 00:00:00 GMT+0000 (Greenwich Mean Time),14 February 2021,,nX1EJtgF3uk,165,
Can I Stop Now?,Ryan King,Zechariah 7:1-14,Sun Feb 14 2021 00:00:00 GMT+0000 (Greenwich Mean Time),14 February 2021,,n-kGLy81pFM,164,
"""Teach Us to Number Our Days"": Facing the Reality of Our Mortality",Ryan King,Psalm 90,Sun Feb 07 2021 00:00:00 GMT+0000 (Greenwich Mean Time),07 February 2021,,QgTQTQbfQ1Q,163,
Focused Faith in the Face of Fear,Charles Efedua,Psalm 56,Sun Jan 31 2021 00:00:00 GMT+0000 (Greenwich Mean Time),31 January 2021,,vQuPBhJ0s38,162,
Crown Him!,Ryan King,Zechariah 6:9-15,Sun Jan 31 2021 00:00:00 GMT+0000 (Greenwich Mean Time),31 January 2021,,fA_fflCLuXg,161,
What is Your Life?,Regan King,James 4:13-17,Sun Jan 24 2021 00:00:00 GMT+0000 (Greenwich Mean Time),24 January 2021,,A9eE9KDM5cM,160,
How Long? Not Long!,Ryan King,Zechariah 6:1-8,Sun Jan 24 2021 00:00:00 GMT+0000 (Greenwich Mean Time),24 January 2021,,MQsqqyhfrlw,159,
God's Presence Sustains His People,Charles Efedua,Daniel 3:13-30,Sun Jan 17 2021 00:00:00 GMT+0000 (Greenwich Mean Time),17 January 2021,,6HXEujs9sTA,158,
Spiritual Housecleaning: Systemic Sin and the Sovereignty of God Who Saves,Ryan King,Zechariah 5:5-11,Sun Jan 17 2021 00:00:00 GMT+0000 (Greenwich Mean Time),17 January 2021,,DCz4mXjUBw0,157,
The God of Peace Will Soon Crush Satan Under Your Feet,Ryan King,Romans 16,Sun Jan 10 2021 00:00:00 GMT+0000 (Greenwich Mean Time),10 January 2021,,Ga5L2l4R4qs,156,
"One Spirit, One Christ, One Body",Emmanuel Ayoola,1 Corinthians 12:12-31,Sun Jan 03 2021 00:00:00 GMT+0000 (Greenwich Mean Time),03 January 2021,,jxKXvQb2NXo,155,
New Year's Eve 2020,Ryan King,Various Scriptures in Esther,Thu Dec 31 2020 00:00:00 GMT+0000 (Greenwich Mean Time),31 December 2020,,-Wcu5A7h0ek,154,
,Ryan King,Matthew 2:19-23,Sun Dec 27 2020 00:00:00 GMT+0000 (Greenwich Mean Time),27 December 2020,,jCnsOlVhDG4,153,
,Ryan King,Luke 1:26-38,Fri Dec 25 2020 00:00:00 GMT+0000 (Greenwich Mean Time),25 December 2020,,5TGKTxqfRag,152,
,Ryan King,Matthew 2:13-18,Sun Dec 20 2020 00:00:00 GMT+0000 (Greenwich Mean Time),20 December 2020,,Vv4Ll1uLOYM,151,
The Light Shines in the Darkness (Carol Service 2020),Ryan King,John 1:5,Sun Dec 13 2020 00:00:00 GMT+0000 (Greenwich Mean Time),13 December 2020,,VmsfFjjS3mM,150,
,Ryan King,Matthew 2:1-12,Sun Dec 13 2020 00:00:00 GMT+0000 (Greenwich Mean Time),13 December 2020,,OJGkIG9ybHk,149,
,Ryan King,Matthew 1:18-24,Sun Dec 06 2020 00:00:00 GMT+0000 (Greenwich Mean Time),06 December 2020,,YHcOTPB88_Y,148,
Flying Curses and the Forgiving Christ,Ryan King,Zechariah 5:1-4,2020-11-29T11:15:10Z,29 November 2020,,-u0PdK6K9Hk,147,
The Parable of the Sower and the Kingdom of God,Emmanuel Ayoola,Mark 4:1-20,2020-11-22T11:15:11Z,22 November 2020,,nPnEoqvC7Uw,146,
What is the Point?,Barry King,Acts 17:16-34,Sun Nov 22 2020 00:00:00 GMT+0000 (Greenwich Mean Time),22 November 2020,,_0kGKICLok8,145,
This Little Light of Mine: How We Will Grow and Glow as the People of God,Ryan King,Zechariah 4,2020-11-15T11:15:12Z,15 November 2020,,k2nchBs3aG4,144,
A Change of Clothes,Ryan King,Zechariah 3,2020-11-08T11:15:09Z,08 November 2020,,QccjhG-aiFc,143,
The City Without Walls,Ryan King,Zechariah 2,2020-11-01T11:15:12Z,01 November 2020,,4xX0nQnMb2I,142,
Establishing Others,Charles Efedua,1 Thessalonians 3:1-13,2020-10-25T11:15:11Z,25 October 2020,,uhtTCfo-Y2k,141,
When God Intervenes,Ryan King,Zechariah 1:18-21,2020-10-18T10:15:11Z,18 October 2020,,gLwMhMWigeI,140,
In the Valley,Ryan King,Zechariah 1:7-17,2020-10-11T10:15:12Z,11 October 2020,,57yJLsGpNOw,139,
The Lord Remembers,Ryan King,Zechariah 1:1-6,2020-10-04T10:15:11Z,04 October 2020,,B-5Ckk88Tqs,138,
The Lord Will Be King,Ryan King,Book of Zechariah Overview (Various Scriptures),2020-09-27T10:15:10Z,27 September 2020,,c5xtlF3YPN0,137,
Where's Our Moses?,Ryan King,Exodus 2:11-25,2020-09-20T10:15:12Z,20 September 2020,,PAU9AMOBcPY,136,
I Have a Baptism Ahead of Me,Ryan King,Luke 12:49-53,Sun Sep 13 2020 00:00:00 GMT+0100 (British Summer Time),13 September 2020,,wbc-bxqSXRM,135,
A Call to Spiritual Growth,Charles Efedua,1 Thessalonians 2:13-20,2020-09-06T10:15:11Z,06 September 2020,,6MeJ9QRoFb4,134,
What Ministering to Others Looks Like,Charles Efedua,1 Thessalonians 2:1-12,2020-08-30T10:15:10Z,30 August 2020,,GjhBOFl6Wp0,133,
Marks of a Healthy Church,Charles Efedua,1 Thessalonians 1:1-10,2020-08-23T10:15:10Z,23 August 2020,,RASH36uHHDU,132,
Jesus is King...and What That Means for Us,Ryan King,Hebrews 1:1-4 (and Various Scriptures),2020-08-16T10:15:11Z,16 August 2020,,rb-GYZ-SDIM,131,
Jesus is Priest...and What That Means for Us,Ryan King,Hebrews 1:1-4 (and Various Scriptures),2020-08-09T10:15:12Z,09 August 2020,,g6NjIPug5WU,130,
Jesus is Prophet...and What That Means for Us,Ryan King,Hebrews 1:1-4,2020-08-02T10:15:11Z,02 August 2020,,2UWpuEAf2t4,129,
God's Voice of Comfort,Charles Efedua,Isaiah 40:1-11,2020-07-26T10:15:13Z,26 July 2020,,rP-rBDX3Dxc,128,
"Marriage by God, for God",Ryan King,Malachi 2:13-15,2020-07-19T10:15:13Z,19 July 2020,,WQhqrgPb9Pk,127,
Are You Facing Death?,Ryan King,John 11:1-44,2020-07-12T10:15:15Z,12 July 2020,,qY8Z6KE2tdU,126,
Are You in Darkness?,Ryan King,John 9:1-41,2020-07-05T10:15:30Z,05 July 2020,,PYAiece2i3M,125,
Are You Hungry and Oppressed?,Ryan King,John 6:1-21,2020-06-28T10:15:12Z,28 June 2020,,xABz5_xV0Lk,124,
Are You Broken?,Ryan King,John 5:1-18,2020-06-21T10:15:15Z,21 June 2020,,R3ISVz2rbKQ,123,
Are You Afraid?,Ryan King,John 4:46-54,2020-06-14T10:15:14Z,14 June 2020,,w_JFKkE6Xn8,122,
Are You Fed Up?,Ryan King,John 2:13-22,2020-06-07T10:15:14Z,07 June 2020,,sFcyZWRwBiY,121,
Do You Feel Empty?,Ryan King,John 2:1-11,2020-05-31T10:15:15Z,31 May 2020,,UNWzqmx-5eE,120,
But He Hesitated,Ryan King,Genesis 19:15-16a,2020-05-24T10:15:11Z,24 May 2020,,SuEyOtpTdso,119,
Refuge: An Invitation to the Rejected and Dejected,Ryan King,1 Samuel 22:1-2,2020-05-17T10:15:12Z,17 May 2020,,KsWDfVunqbA,118,
Exaltation,Ryan King,Haggai 2:20-23,2020-05-10T10:15:28Z,10 May 2020,,mPtZx0RskSE,117,
Transformation,Ryan King,Haggai 2:10-19,2020-05-03T10:15:12Z,03 May 2020,,wO9BLYJmq-w,116,
Restoration,Ryan King,Haggai 2:1-9,2020-04-26T10:15:12Z,26 April 2020,,meTP203oBTg,115,
Motivation,Ryan King,Haggai 1:12-15,2020-04-19T10:15:24Z,19 April 2020,,c1o8kNKLq0s,114,
Why Are There So Many Signs About Rainbows?,Ryan King,"Hebrews 11:1-3, 6-7, 12:1-3",2020-04-12T10:15:11Z,12 April 2020,,1jZ1H5sU9xI,113,
Three Crowns,Ryan King,John 19:1-22,2020-04-05T10:15:15Z,05 April 2020,,UKcPCLSe8Z8,112,
Consideration,Ryan King,Haggai 1:3-11,2020-03-29T10:15:12Z,29 March 2020,,ZN0eBx3kehg,111,
"""What Shall We Say to Suffering?""",Ryan King,Romans 8:31-39,2020-03-22T11:00:10Z,22 March 2020,,a92rKVhdrn0,110,
Procrastination,Ryan King,Haggai 1:1-2,2020-03-20T08:56:00Z,20 March 2020,,Jdz8tgPZW24,109,
The Gospel According to Baptism,Ryan King,1 Peter 3:18-22,2020-03-20T08:51:29Z,20 March 2020,,QAOiymJPFos,108,
Pursuing the Pleasure of God in the Progress of His People,Ryan King,Haggai 1,2020-03-20T08:48:34Z,20 March 2020,,D4xjRfcKMN8,107,
Teach Us to Number Our Days,Ryan King,Psalm 90,2020-03-20T08:42:22Z,20 March 2020,,-ZCyeGqHI8c,106,
"""Always Abounding: The Works of Love""",Ryan King,1 Corinthians 16:14-24,2020-03-20T08:38:31Z,20 March 2020,,-ArsM3x8ia0,105,
"""Always Abounding: Works of Spiritual Maturity""",Ryan King,1 Corinthians 16:3,2020-02-21T16:59:35Z,21 February 2020,,-_zn-bZvYIE,104,
"""Always Abounding: The Work of Hospitality""",Ryan King,1 Corinthians 16:5-12,2020-02-21T16:44:21Z,21 February 2020,,6uvgV5bpHtM,103,
"""Always Abounding: The Work of Giving""",Ryan King,1 Corinthians 15:58-16:4,2020-02-21T16:15:51Z,21 February 2020,,AZgQIDypE6Y,102,
'Glory to the New Born King': Christ for Eternity... And for Life,Ryan King,1 Corinthians 15:35-58,2020-01-03T16:30:36Z,03 January 2020,,BQBaFuRMDuI,101,
Three Doubtful Dads,Ryan King,"Genesis 18:1-15, 21:1-7; Luke 1:5-25, 57-80; Matthew 1:18-25",2020-01-03T16:02:28Z,03 January 2020,,jVQqY_uKMIY,100,
'Born to Give Them Second Birth' : Christ in the Dead,Ryan King,1 Corinthians 15:29-34,2020-01-03T15:51:10Z,03 January 2020,,bZrN7DB7NNE,99,
'Born to Raise the Sons of Earth' : Christ Over the Dead,Ryan King,1 Corinthians 15:12-28,2020-01-03T15:13:35Z,03 January 2020,,HmVLDxBaGp0,98,
Who is Jesus?,Ryan King,Luke 2:8-14,Wed Dec 25 2019 00:00:00 GMT+0000 (Greenwich Mean Time),25 December 2019,,dkpzOIgB61A,97,
"""You Shall Bear a Son""",Ryan King,"Genesis 16, Judges 13, Luke 1:26-38",2019-12-12T13:15:19Z,12 December 2019,,t-zhCWMmmi4,96,
"""Born That Man No More May Die"": Christ Over Death",Ryan King,1 Corinthians 15:4-11,2019-12-12T13:04:47Z,12 December 2019,,LCOeiOvlcaU,95,
"""Mild He Lay His Glory By"": Christ in Death",Ryan King,1 Corinthians 15:1-3,2019-12-12T12:56:00Z,12 December 2019,,faAZLkWQZdw,94,
Principles That Regulate,Ryan King,1 Corinthians 14,2019-12-12T10:51:17Z,12 December 2019,,jyNc8nU15u4,93,
Talking About Tongues...,Ryan King,1 Corinthians 14,2019-11-20T21:01:02Z,20 November 2019,,eDNKwnhCB9M,92,
Profitable Prophecy,Ryan King,1 Corinthians 14,2019-11-20T20:32:17Z,20 November 2019,,XQrr3HsPd44,91,
"""What Prevents Me?""",Ryan King,Acts 8:26-40,2019-10-30T17:28:48Z,30 October 2019,,e1AIvvEIyow,90,
Agape,Ryan King,1 Corinthians 13,2019-10-30T16:29:32Z,30 October 2019,,7XU7Bs-7KFI,89,
A Perfect Man,Ryan King,Ephesians 4:1-16,2019-10-30T16:13:05Z,30 October 2019,,5HVmnwM4z68,88,
"The Lord, Leaders, and the Local Church",Ryan King,1 Corinthians 12:27-31,2019-10-30T16:00:04Z,30 October 2019,,gXPNx2k_pVg,87,
Unhealthy Church Excursus: Isolation,Ryan King,Proverbs 18:1,2019-10-23T17:40:10Z,23 October 2019,,okHZgjToabg,86,
"Many Members, One Body",Ryan King,1 Corinthians 12:12-26,2019-10-23T17:35:43Z,23 October 2019,,h5sRveGR2RQ,85,
Mute Idols and the God Who Speaks,Ryan King,1 Corinthians 12:1-11,2019-10-23T17:27:35Z,23 October 2019,,YIK5Pid4zwU,84,
Is It the Lord's Supper That We Eat?,Ryan King,1 Corinthians 11:17-34,2019-10-23T17:19:25Z,23 October 2019,,Zd5rmgKJQSs,83,
Broken Bodies,Ryan King,1 Corinthians 11:17-34,2019-10-23T17:01:28Z,23 October 2019,,lf9dkmhqCKw,82,
Another Toppled Temple,Ryan King,John 2:13-22,2019-10-01T11:05:36Z,01 October 2019,,En8HpT-J_KQ,81,
Over Our Heads? Authority and Mutuality at Home and Church,Ryan King,1 Corinthians 11:2-16,2019-09-25T12:59:57Z,25 September 2019,,C-lSuFEigMM,80,
Family Traditions,Ryan King,1 Corinthians 11-16,2019-09-14T11:08:53Z,14 September 2019,,fbSAH9JaPLw,79,
Confession,Ryan King,John 1:19-28,2019-09-14T10:56:40Z,14 September 2019,,2SI-mkDR-0E,78,
Sovereignty That Sustains,Ryan King,Jeremiah 1:6-10,2019-09-14T10:49:40Z,14 September 2019,,tJO8qnCiTrw,77,
"Something Greater, Someone Better, Some Day Soon: The Help We Need and the Hope We Have",Ryan King,Jonah 2:10,2019-09-14T10:43:25Z,14 September 2019,,QYnf85ds6o0,76,
"The Wrong Questions, the Right Answers, and the Only Way",Ryan King,1 Corinthians 10:23-33,2019-09-14T10:04:10Z,14 September 2019,,6I5YnJJrkkw,75,
Between Two Meals,Ryan King,1 Corinthians 10:14-22,2019-09-14T09:57:56Z,14 September 2019,,pyUSOQ61D0Y,74,
From Climbing Tree to Hanging Tree,Ryan King,Luke 19:1-10,2019-07-17T16:06:50Z,17 July 2019,,NEMgFgfxPdo,73,
"Shadows, Substance, and Solid Ground",Ryan King,1 Corinthians 10:1-14,2019-07-11T11:52:44Z,11 July 2019,,SMo5YUF1pao,72,
Necessity is Laid on Me,Ryan King,1 Corinthians 9:15-27,2019-07-04T10:16:18Z,04 July 2019,,6W9FJSlbrOE,71,
Paid Gospel Workers: Repugnant or Right?,Ryan King,1 Corinthians 9:1-14,2019-07-02T20:21:38Z,02 July 2019,,0Hgm6VN9frU,70,
To Know is Not Enough,Ryan King,1 Corinthians 8,2019-07-02T20:02:16Z,02 July 2019,,kSUYq7l1VpU,69,
"""Why Do You Stand Looking Into Heaven?""",Ryan King,Acts 1:6-11,2019-06-21T16:19:29Z,21 June 2019,,qy-n4nemius,68,
Bad Marriage Part 2: When Marriage is More United Than Divided,Ryan King,1 Corinthians 7:10-16,2019-06-07T09:53:24Z,07 June 2019,,bjALrxqT3w8,67,
Bad Marriage Part 1: Excursus,Ryan King,Jeremiah 3; 1 Corinthians 7:10-11,2019-06-07T09:00:26Z,07 June 2019,,43SFuhq0h_E,66,
Good Singleness?,Ryan King,1 Corinthians 7:6-40,2019-06-07T08:56:52Z,07 June 2019,,MII9gtJWCxw,65,
Good Sex,Ryan King,1 Corinthians 7:1-5,2019-06-07T08:36:00Z,07 June 2019,,5lSb2Eaf3Ng,64,
FAQs: Two Questions for an Answer,Ryan King,1 Corinthians 7-11:1,2019-06-07T08:15:26Z,07 June 2019,,UCAk_2brja8,63,
When and Now: Looking to the Future While We Live in the Present,Ryan King,1 John 3:1-3,2019-04-15T09:08:52Z,15 April 2019,,hvtVUd-E4Uk,62,
"""We Wish to See Jesus!""",Ryan King,John 12:21,2019-04-15T08:54:58Z,15 April 2019,,X_IBIqzG6g0,61,
Forever: The Unchanging God in an Ever Changing World,Ryan King,Malachi 3:6,2019-04-15T08:27:37Z,15 April 2019,,w7HwZkHcUao,60,
"""How Long, O Lord?: A Prayer to God Over Time to Pity People Running Out of Time""",Ryan King,Psalm 90,2019-04-15T08:15:14Z,15 April 2019,,IdgrpxxBvZY,59,
Blood-Bought Bodies,Ryan King,1 Corinthians 6:12-20,2019-03-29T18:46:53Z,29 March 2019,,rffdY-LUljI,58,
Cleansed Into the Kingdom,Ryan King,1 Corinthians 6:9-11,2019-03-25T17:12:44Z,25 March 2019,,pWbOfCSt74Q,57,
Kingdom Court,Ryan King,1 Corinthians 6:1-8,2019-02-26T12:34:56Z,26 February 2019,,f1AzHYe8oeY,56,
Biblical Deacons,Ryan King,Acts 6:1-7,2019-02-15T10:40:25Z,15 February 2019,,HSxuU8xrfBo,55,
Kingdom Cleansing,Ryan King,1 Corinthians 5,2019-02-15T10:21:28Z,15 February 2019,,NvGmTaTDsYw,54,
When Tiberius Was King,Ryan King,John 6:16-21,2019-01-29T12:56:30Z,29 January 2019,,8IfBTnbgTAE,53,
